model,strategy,target,seed,rmse,r2,mae
qwen25_1p5b,ft_6000,TAtracado,1024,39.788844070180076,0.020560451518042755,20.550083209395407
qwen25_1p5b,ft_6000,TAtracado,2048,44.006386076304025,-0.19808160641037742,21.60858313906193
qwen25_1p5b,ft_6000,TAtracado,3141,39.49326703839528,0.0350582106838061,21.87708319413662
qwen25_1p5b,ft_6000,TAtracado,4096,34.35192963087016,0.2699421645972959,16.949749817729
qwen25_1p5b,ft_6000,TAtracado,5000,36.37498394254702,0.18142097529166157,19.60541650736332
qwen25_1p5b,ft_6000,TAtracado,6273,35.89549225126522,0.20285960355580346,16.950416509270667
qwen25_1p5b,ft_6000,TAtracado,7777,38.303295635906686,0.09233147343779213,21.82608318030834
qwen25_1p5b,ft_6000,TAtracado,8192,35.94128275530767,0.20082454344032152,19.347083196282384
qwen25_1p5b,ft_6000,TAtracado,9001,37.018480825978,0.15220241385526834,20.423083166480065
qwen25_1p5b,ft_6000,TAtracado,10240,38.06530848737186,0.103575538491406,20.630749774336813
qwen25_1p5b,ft_6000,TAtracado,11111,37.92715769103315,0.11007053501628206,20.50391654837132
qwen25_1p5b,ft_6000,TAtracado,12345,40.257027393300156,-0.00262469627196249,18.432249811768532
qwen25_1p5b,ft_6000,TAtracado,13579,36.877596221709254,0.15864321530490488,20.299083165049552
qwen25_1p5b,ft_6000,TAtracado,14641,38.405231038508404,0.08749394339146421,21.4364164968729
qwen25_1p5b,ft_6000,TAtracado,15360,39.36426508868725,0.04135174272028941,21.159916499018674
qwen25_1p5b,ft_6000,TAtracado,16384,35.610124534338475,0.21548369085980457,17.966583147406578
